Date,Open,High,Low,Close,Adj Close,Volume
2022-01-04,78800.0,79200.0,78300.0,78700.0,77288.3984375,12427416
2022-01-05,78800.0,79000.0,76400.0,77400.0,76011.7109375,25470640
2022-01-06,76700.0,77600.0,76600.0,76900.0,75520.6796875,12931954
2022-01-07,78100.0,78400.0,77400.0,78300.0,76895.5703125,15163757
2022-01-10,78100.0,78100.0,77100.0,78000.0,76600.953125,9947422
2022-01-11,78400.0,79000.0,78000.0,78900.0,77484.8046875,13221123
2022-01-12,79500.0,79600.0,78600.0,78900.0,77484.8046875,11000502
2022-01-13,79300.0,79300.0,77900.0,77900.0,76502.75,13889401
2022-01-14,77700.0,78100.0,77100.0,77300.0,75913.5078125,10096725
2022-01-17,77600.0,77800.0,76900.0,77500.0,76109.921875,8785122
2022-01-18,77600.0,77800.0,76600.0,77000.0,75618.890625,9592788
2022-01-19,76500.0,76900.0,76100.0,76300.0,74931.4453125,10598290
2022-01-20,76200.0,76700.0,75900.0,76500.0,75127.859375,9708168
2022-01-21,75800.0,75800.0,74700.0,75600.0,74244.0,15774888
2022-01-24,75400.0,75800.0,74700.0,75100.0,73752.9609375,13691134
2022-01-25,74800.0,75000.0,73200.0,74000.0,72672.6953125,17766704
2022-01-26,74000.0,74000.0,74000.0,74000.0,72672.6953125,0
2022-01-27,73800.0,74000.0,71300.0,71300.0,70021.125,22274777
2022-01-28,71300.0,73700.0,71200.0,73300.0,71985.2578125,21367447
2022-02-03,74900.0,74900.0,73300.0,73300.0,71985.2578125,17744721
2022-02-04,74300.0,74600.0,73400.0,74000.0,72672.6953125,12730034
2022-02-07,73500.0,73600.0,72400.0,73000.0,71690.640625,14240838
2022-02-08,73000.0,73000.0,73000.0,73000.0,71690.640625,0
2022-02-09,73000.0,73000.0,73000.0,73000.0,71690.640625,0
2022-02-10,75600.0,75800.0,74700.0,75400.0,74047.578125,17746033
2022-02-11,75000.0,75500.0,74600.0,74900.0,73556.5546875,12205407
2022-02-14,74400.0,74500.0,73100.0,73700.0,72378.078125,13993255
2022-02-15,74100.0,74200.0,73100.0,73700.0,72378.078125,9320365
2022-02-16,74600.0,74900.0,74200.0,74800.0,73458.34375,10767386
2022-02-17,75000.0,75600.0,74500.0,75000.0,73654.7578125,13605382
2022-02-18,74600.0,74800.0,73700.0,74300.0,72967.3125,10122226
2022-02-21,74300.0,74300.0,74300.0,74300.0,72967.3125,0
2022-02-22,74300.0,74300.0,74300.0,74300.0,72967.3125,0
2022-02-23,74300.0,74300.0,74300.0,74300.0,72967.3125,0
2022-02-24,72300.0,72300.0,71300.0,71500.0,70217.546875,15759283
2022-02-25,72100.0,72600.0,71900.0,71900.0,70610.375,13168484
2022-02-28,71900.0,71900.0,71900.0,71900.0,70610.375,0
2022-03-02,72300.0,72400.0,71500.0,71700.0,70413.953125,12481430
2022-03-03,72300.0,73100.0,72200.0,72900.0,71592.4296875,13232638
2022-03-04,72900.0,72900.0,72900.0,72900.0,71592.4296875,0
2022-03-07,70000.0,70600.0,69900.0,70100.0,68842.6484375,18617138
2022-03-08,68800.0,70000.0,68700.0,69500.0,68253.4140625,15828269
2022-03-10,69500.0,69500.0,69500.0,69500.0,68253.4140625,0
2022-03-11,70500.0,70700.0,69700.0,70000.0,68744.4375,15787655
2022-03-14,70000.0,70200.0,69600.0,70200.0,68940.859375,9040993
2022-03-15,70200.0,70200.0,70200.0,70200.0,68940.859375,0
2022-03-16,70200.0,70500.0,69700.0,70400.0,69137.265625,10175750
2022-03-17,70400.0,70400.0,70400.0,70400.0,69137.265625,0
2022-03-18,70600.0,70900.0,70200.0,70700.0,69431.890625,14410038
2022-03-21,70900.0,71000.0,69900.0,69900.0,68646.2421875,11169002
2022-03-22,69900.0,70500.0,69900.0,70300.0,69039.0625,9402666
2022-03-23,70600.0,71200.0,70300.0,70500.0,69235.46875,12398025
2022-03-24,69600.0,70300.0,69600.0,69800.0,68548.03125,37943357
2022-03-25,70100.0,70200.0,69600.0,69800.0,68548.03125,12986010
2022-03-28,69500.0,69900.0,69200.0,69700.0,68449.8203125,12619289
2022-03-29,70000.0,70300.0,69800.0,70200.0,68940.859375,13686208
2022-03-30,70300.0,70500.0,69800.0,69900.0,69001.078125,12670187
2022-03-31,69900.0,70200.0,69600.0,69600.0,68704.9375,12510366
2022-04-01,69500.0,69500.0,69000.0,69100.0,68211.359375,15916846
2022-04-04,68900.0,69300.0,68600.0,69300.0,68408.7890625,11107905
2022-04-05,69400.0,69600.0,69100.0,69200.0,68310.078125,8467248
2022-04-06,68600.0,68800.0,68500.0,68500.0,67619.0703125,15517308
2022-04-07,68500.0,68500.0,68000.0,68000.0,67125.5078125,20683327
2022-04-08,68100.0,68300.0,67700.0,67800.0,66928.078125,15453191
2022-04-11,67800.0,68100.0,67400.0,67900.0,67026.796875,12263735
2022-04-12,67600.0,67700.0,67000.0,67000.0,66138.3671875,13924389
2022-04-13,67300.0,69000.0,67200.0,68700.0,67816.5078125,17378619
2022-04-14,68700.0,68700.0,67500.0,67500.0,66631.9375,16409494
2022-04-15,67200.0,67300.0,66500.0,66600.0,65743.5078125,13176415
2022-04-18,66500.0,67100.0,66100.0,66700.0,65842.2265625,10119203
2022-04-19,67100.0,68000.0,67000.0,67300.0,66434.515625,12959434
2022-04-20,67000.0,67400.0,66500.0,67400.0,66533.21875,16693293
2022-04-21,67600.0,68300.0,67500.0,67700.0,66829.359375,12847448
2022-04-22,67200.0,67300.0,66700.0,67000.0,66138.3671875,11791478
2022-04-25,66500.0,66700.0,66300.0,66300.0,65447.3671875,11016474
2022-04-26,66400.0,66700.0,66100.0,66100.0,65249.94140625,12946923
2022-04-27,65400.0,65500.0,64900.0,65000.0,64164.0859375,18122084
2022-04-28,65400.0,65500.0,64500.0,64800.0,63966.66015625,16895527
2022-04-29,65100.0,67600.0,65000.0,67400.0,66533.21875,26190390
2022-05-02,66600.0,67600.0,66500.0,67300.0,66434.515625,14106184
2022-05-03,67400.0,68400.0,67300.0,67500.0,66631.9375,14168875
2022-05-04,68000.0,68400.0,67500.0,67900.0,67026.796875,11505248
2022-05-06,67000.0,67100.0,66500.0,66500.0,65644.796875,14356156
2022-05-10,65900.0,66300.0,65300.0,65700.0,64855.08203125,17235605
2022-05-11,65500.0,66300.0,65200.0,65700.0,64855.08203125,12330920
2022-05-12,65200.0,65500.0,64900.0,64900.0,64065.375,16414188
2022-05-13,65300.0,66700.0,65200.0,66500.0,65644.796875,14551536
2022-05-16,67100.0,67400.0,66100.0,66300.0,65447.3671875,11937555
2022-05-17,66600.0,67900.0,66600.0,67600.0,66730.65625,15680447
2022-05-18,68300.0,68700.0,67600.0,68100.0,67224.21875,16486319
2022-05-19,66500.0,67600.0,66500.0,67500.0,66631.9375,17073727
2022-05-20,67800.0,68400.0,67700.0,68000.0,67125.5078125,12109671
2022-05-23,68800.0,68800.0,67600.0,67900.0,67026.796875,13684088
2022-05-24,67500.0,67700.0,66500.0,66500.0,65644.796875,15482576
2022-05-25,66700.0,67100.0,65900.0,66400.0,65546.0859375,15150490
2022-05-26,66300.0,67200.0,65500.0,65900.0,65052.51171875,15970890
2022-05-27,66700.0,66900.0,66200.0,66500.0,65644.796875,11405555
2022-05-30,67500.0,67800.0,66900.0,67700.0,66829.359375,14255484
2022-05-31,67500.0,67500.0,66700.0,67400.0,66533.21875,24365002
2022-06-02,66600.0,67000.0,66400.0,66700.0,65842.2265625,14959443
2022-06-03,67200.0,67300.0,66800.0,66800.0,65940.9375,8222883
2022-06-07,66200.0,66400.0,65400.0,65500.0,64657.65625,19355755
2022-06-08,65400.0,65700.0,65300.0,65300.0,64460.2265625,12483180
2022-06-09,65100.0,65200.0,64500.0,65200.0,64361.515625,25790725
2022-06-10,64000.0,64400.0,63800.0,63800.0,62979.51953125,22193552
2022-06-13,62400.0,62800.0,62100.0,62100.0,61301.3828125,22157816
2022-06-14,61200.0,62200.0,61100.0,61900.0,61103.953125,24606419
2022-06-15,61300.0,61500.0,60200.0,60700.0,59919.3828125,26811224
2022-06-16,61300.0,61800.0,60500.0,60900.0,60116.8125,23394895
2022-06-17,59400.0,59900.0,59400.0,59800.0,59030.9609375,29053450
2022-06-20,59800.0,59900.0,58100.0,58700.0,57945.10546875,34111306
2022-06-21,58700.0,59200.0,58200.0,58500.0,57747.6796875,25148109
2022-06-22,59000.0,59100.0,57600.0,57600.0,56859.25390625,23334687
2022-06-23,57700.0,58000.0,56800.0,57400.0,56661.828125,28338608
2022-06-24,57900.0,59100.0,57700.0,58400.0,57648.96484375,23256103
2022-06-27,59000.0,59900.0,58300.0,58800.0,58043.8203125,18122236
2022-06-28,59200.0,59500.0,58700.0,59400.0,58636.10546875,13540538
2022-06-29,58500.0,58800.0,58000.0,58000.0,57604.1953125,14677138
2022-06-30,57200.0,57600.0,57000.0,57000.0,56611.01953125,18915142
2022-07-01,56900.0,57500.0,55900.0,56200.0,55816.48046875,24982097
2022-07-04,56100.0,57400.0,55700.0,57100.0,56710.33984375,17807126
2022-07-05,57600.0,58200.0,57200.0,57200.0,56809.65625,14216539
2022-07-06,57300.0,57300.0,56400.0,56400.0,56015.1171875,16820461
2022-07-07,56400.0,58700.0,56300.0,58200.0,57802.83203125,21322833
2022-07-08,58600.0,59300.0,58200.0,58700.0,58299.41796875,15339271
2022-07-11,59300.0,59600.0,58700.0,58800.0,58398.73828125,13042624
2022-07-12,58600.0,58700.0,58100.0,58100.0,57703.515625,9336061
2022-07-13,58300.0,58600.0,58000.0,58000.0,57604.1953125,10841315
2022-07-14,57500.0,58200.0,57400.0,57500.0,57107.609375,15067012
2022-07-15,58400.0,60000.0,58100.0,60000.0,59590.546875,18685583
2022-07-18,60600.0,62000.0,60500.0,61900.0,61477.58203125,20832517
2022-07-19,61400.0,61500.0,60200.0,60900.0,60484.40625,15248261
2022-07-20,61800.0,62100.0,60500.0,60500.0,60087.13671875,16782238
2022-07-21,61100.0,61900.0,60700.0,61800.0,61378.265625,12291374
2022-07-22,61800.0,62200.0,61200.0,61300.0,60881.67578125,10261310
2022-07-25,60900.0,61900.0,60800.0,61100.0,60683.04296875,9193681
2022-07-26,60800.0,61900.0,60800.0,61700.0,61278.9453125,6597211
2022-07-27,61300.0,61900.0,61200.0,61800.0,61378.265625,7320997
2022-07-28,62300.0,62600.0,61600.0,61900.0,61477.58203125,10745302
2022-07-29,62400.0,62600.0,61300.0,61400.0,60980.99609375,15093120
2022-08-01,61000.0,61700.0,60300.0,61300.0,60881.67578125,13154816
2022-08-02,61200.0,61900.0,61000.0,61700.0,61278.9453125,13614895
2022-08-03,61600.0,61600.0,61000.0,61300.0,60881.67578125,10053861
2022-08-04,61700.0,61800.0,61200.0,61500.0,61080.3125,9125439
2022-08-05,61700.0,61900.0,61200.0,61500.0,61080.3125,9567620
2022-08-08,61400.0,61400.0,60600.0,60800.0,60385.08984375,11313150
2022-08-09,60600.0,60700.0,59600.0,60000.0,59590.546875,18251170
2022-08-10,58900.0,59200.0,58600.0,59100.0,58696.69140625,18084349
2022-08-11,59600.0,60000.0,59300.0,59900.0,59491.23046875,15141941
2022-08-12,59500.0,60700.0,59400.0,60200.0,59789.18359375,10786658
2022-08-16,60500.0,61600.0,60300.0,61000.0,60583.72265625,15036727
2022-08-17,61100.0,61200.0,60300.0,60400.0,59987.8203125,9061518
2022-08-18,60300.0,61900.0,60000.0,61500.0,61080.3125,16372754
2022-08-19,61400.0,61600.0,60600.0,60900.0,60484.40625,6923679
2022-08-22,60300.0,60400.0,59800.0,60000.0,59590.546875,8259865
2022-08-23,59000.0,59600.0,59000.0,59100.0,58696.69140625,9041629
2022-08-24,59200.0,59500.0,59000.0,59000.0,58597.37109375,8888486
2022-08-25,59200.0,59700.0,59000.0,59700.0,59292.59375,5767902
2022-08-26,60300.0,60900.0,59900.0,60000.0,59590.546875,9499995
2022-08-29,58700.0,58900.0,58600.0,58600.0,58200.1015625,9841329
2022-08-30,58700.0,59000.0,58300.0,58800.0,58398.73828125,9690044
2022-08-31,58200.0,59900.0,58200.0,59700.0,59292.59375,14203512
2022-09-01,58700.0,58900.0,58300.0,58400.0,58001.46875,14905777
2022-09-02,58300.0,58600.0,57500.0,57500.0,57107.609375,15040310
2022-09-05,57400.0,57800.0,56800.0,57100.0,56710.33984375,11425977
2022-09-06,57200.0,57600.0,56900.0,57100.0,56710.33984375,7503086
2022-09-07,56700.0,56700.0,55900.0,56000.0,55617.84375,17384854
2022-09-08,56200.0,56400.0,55600.0,55600.0,55220.57421875,18000016
2022-09-13,57000.0,58500.0,56800.0,58100.0,57703.515625,17166581
2022-09-14,56200.0,57200.0,56100.0,56800.0,56412.38671875,12524961
2022-09-15,57000.0,57100.0,56000.0,56000.0,55617.84375,11664819
2022-09-16,55600.0,56400.0,55500.0,56200.0,55816.48046875,13456503
2022-09-19,56300.0,57000.0,56000.0,56400.0,56015.1171875,12278653
2022-09-20,56400.0,57000.0,55800.0,55800.0,55419.2109375,14041465
2022-09-21,55400.0,55500.0,55000.0,55300.0,54922.62109375,11863700
2022-09-22,54600.0,54700.0,54300.0,54400.0,54028.765625,12786510
2022-09-23,54400.0,54900.0,54200.0,54500.0,54128.08203125,10555964
2022-09-26,53700.0,54200.0,53600.0,53900.0,53532.17578125,15008449
2022-09-27,53800.0,54200.0,53500.0,54200.0,53830.12890625,16631289
2022-09-28,53900.0,54400.0,52500.0,52900.0,52539.0,19991129
2022-09-29,53300.0,53700.0,52600.0,52600.0,52600.0,13882080
2022-09-30,52300.0,53600.0,51800.0,53100.0,53100.0,22503249
2022-10-04,55300.0,55400.0,54500.0,55200.0,55200.0,19148435
2022-10-05,56900.0,57200.0,55400.0,56000.0,56000.0,22458970
2022-10-06,56700.0,57300.0,56300.0,56300.0,56300.0,14944446
2022-10-07,55900.0,56900.0,55200.0,56200.0,56200.0,16886813
2022-10-11,54400.0,55700.0,54000.0,55400.0,55400.0,21437877
2022-10-12,55700.0,57000.0,55200.0,55800.0,55800.0,18408910
2022-10-13,55400.0,56100.0,55200.0,55200.0,55200.0,13784602
2022-10-14,56200.0,56500.0,55800.0,56300.0,56300.0,12924326
2022-10-17,55800.0,57000.0,55700.0,56600.0,56600.0,13641878
2022-10-18,56700.0,57100.0,55800.0,56500.0,56500.0,14820702
2022-10-19,56700.0,56900.0,55700.0,55800.0,55800.0,12660652
2022-10-20,55200.0,56000.0,55100.0,55500.0,55500.0,17107653
2022-10-21,55100.0,56300.0,55100.0,55900.0,55900.0,11456060
2022-10-24,57000.0,57500.0,56700.0,57500.0,57500.0,16944503
2022-10-25,57000.0,58600.0,57000.0,57700.0,57700.0,17405678
2022-10-26,58000.0,59600.0,57700.0,59400.0,59400.0,20824967
2022-10-27,59700.0,60100.0,58900.0,59500.0,59500.0,21756712
2022-10-28,58900.0,59200.0,57200.0,57300.0,57300.0,20924937
2022-10-31,58100.0,59900.0,58000.0,59400.0,59400.0,18999514
2022-11-01,59900.0,60300.0,59500.0,60000.0,60000.0,17201647
2022-11-02,59700.0,60000.0,59300.0,59600.0,59600.0,13202919
2022-11-03,58600.0,59800.0,58100.0,59200.0,59200.0,17492162
2022-11-04,59100.0,59500.0,58400.0,59400.0,59400.0,12445841
2022-11-07,59700.0,60300.0,59400.0,60200.0,60200.0,12437246
2022-11-08,60500.0,61900.0,60500.0,61800.0,61800.0,18273898
2022-11-09,62000.0,62200.0,61300.0,62000.0,62000.0,14045592
2022-11-10,61400.0,61500.0,60400.0,60400.0,60400.0,21087633
2022-11-11,63100.0,63200.0,62300.0,62900.0,62900.0,20037163
2022-11-14,62900.0,62900.0,61700.0,61900.0,61900.0,15973416
2022-11-15,62200.0,62500.0,61600.0,62400.0,62400.0,12310986
2022-11-16,62400.0,62600.0,62100.0,62200.0,62200.0,1331676
